Style-Fabric-Color,Gender,Birth Season,Comm. Category SubGroup,new,vip,revenue
BORSA VITELLO + TESSUTO STAMPA JUNGLE-Light blue-Multicolor Pink-Light Gold,Female,Spring / Summer 2018,BAGS,27,2,53578.10913
BORSA VITELLO CON GRANA-Black Black Light Gold,Female,Fall / Winter 2017-2018,BAGS,27,0,64550.96075
BORSA VITELLO CON GRANA-Black-Light Gold,Female,Fall / Winter 2017-2018,BAGS,1,0,2231.150513
BORSA VITELLO ST. BAROQUE SS 1992-Black-Multicolor-Tribute Gold,Female,Spring / Summer 2018,BAGS,67,3,243692.0296
BORSA VITELLO ST. NATIVE AMERICANS FW 1992-Black+White-Multicolor-Tribute Gold,Female,Spring / Summer 2018,BAGS,11,3,57435.71191
BORSA VITELLO ST. TRESOR DE LA MER SS 1992-Light Blue+Pistachio+Black-Tribute Gold,Female,Spring / Summer 2018,BAGS,1,2,13963.91858
BORSA VITELLO ST. TRESOR DE LA MER SS 1992-Pink+White+Pistachio-Black-Tribute Gold,Female,Spring / Summer 2018,BAGS,2,1,10762.01831
BORSA VITELLO STAMPA BAROCCO-Black Ultra Black Ruthenium,Male,Fall / Winter 2017-2018,BAGS,30,0,74006.19818
BORSA VITELLO STAMPA RIGHE + MOTIVO BAROCCO + PATCH FIORI-White+Black-Vintage Gold,Female,Spring / Summer 2018,BAGS,3,1,11278.47217
BORSA VITELLO STAMPA TRECCINA-Silver-light gold,Female,Fall / Winter 2017-2018,BAGS,1,0,3826.890076
BORSA VITELLO TRAPUNTA BAROCCO+RICAMO-Black Black Light Gold,Female,Fall / Winter 2017-2018,BAGS,51,2,242458.8088
BORSA VITELLO TRAPUNTA BAROCCO+RICAMO-RED-LIGHT GOLD,Female,Spring / Summer 2018,BAGS,19,1,86660.52783
BORSA VITELLO TRAPUNTA BAROCCO+RICAMO-Rosa Oro Chiaro,Female,Fall / Winter 2017-2018,BAGS,11,1,47863.27771
BORSA VITELLO TRAPUNTA BAROCCO+RICAMO-White White Light Gold,Female,Spring / Summer 2018,BAGS,7,0,25723.83105
BORSA VITELLO-BEIGE-BLACK-LIGHT GOLD,Female,Spring / Summer 2018,BAGS,40,2,91214.76147
BORSA VITELLO-BEIGE-LILAC-ORANGE-LIGHT GOLD,Female,Spring / Summer 2018,BAGS,6,1,27922.34338
BORSA VITELLO-Black Black Light Gold,Female,Spring / Summer 2016,BAGS,24,0,83738.83069
BORSA VITELLO-Black Black Light Gold,Female,Spring / Summer 2017,BAGS,33,0,72522.91522
BORSA VITELLO-Black-Light Gold,Female,Spring / Summer 2016,BAGS,7,0,27350.0885
BORSA VITELLO-BLACK-TRIBUTE GOLD,Female,Spring / Summer 2018,BAGS,150,4,493763.0569
BORSA VITELLO-Bugloss-Black-Light Gold,Female,Spring / Summer 2018,BAGS,15,1,36838.38391
BORSA VITELLO-Multicolor Deep Navy Deep Green Black Lacq,Female,Fall / Winter 2016-2017,BAGS,0,0,-2596.599854
BORSA VITELLO-Off White-Black-Tribute Gold,Female,Spring / Summer 2018,BAGS,11,0,52525.4491
BORSA VITELLO-Red-Black-Tribute Gold,Female,Spring / Summer 2018,BAGS,20,0,65639.70142
BORSA VITELLO-Strong Navy-V Eige-Unity Red-Power Pink-Light Gold,Female,Fall / Winter 2017-2018,BAGS,12,1,44586.18506
BORSA VITELLO-V Eige-Indac-Fully Charged-Light Gold,Female,Fall / Winter 2017-2018,BAGS,7,0,22399.60718
BORSA VITELLO+RICAMO-Unity Red-Light Gold,Female,Fall / Winter 2017-2018,BAGS,9,0,23227.89246
BORSA WEEKEND NYLON-Black Warm Gold,Male,Fall / Winter 2016-2017,BAGS,3,0,8593.797363
BORSELLO TESS.STAMP.CAMOUFLAGE+VITELLO-Multicolor Navy+Red- Antiqued Palladium,Male,Spring / Summer 2018,BAGS,1,1,6352.04361
BORSELLO VITELLO SAFFIANO-Black-Ruthenium,Male,Spring / Summer 2016,BAGS,10,1,16639.65424
BORSELLO VITELLO ST.GRECA-Black Warm Gold,Male,Spring / Summer 2018,BAGS,9,1,12577.10333
BOTTIGLIA ARABESQUE-FORMA 6995,Unisex,-missing description-,HOME,3,0,1137.236237
BOTTIGLIA MEDUSA LUMIERE-FORMA 2066,Unisex,-missing description-,HOME,0,0,1258.546783
BOTTIGLIA/2 MEDUSA LUMIERE HAZE-FORMA 2066,Unisex,Not Seasonal 2016,HOME,0,1,3921.61438
BOXER MARE UOMO-Black - Gold,Male,Spring / Summer 2018,RTW,2,0,4465.769562
BOXER MARE UOMO-black gold Greek key,Male,Fall / Winter 2015-2016,RTW,12,0,4859.284187
BRACCIALE METALLO + STRASS-Tribute Gold- Crystal,Female,Spring / Summer 2018,FASHION JEWELRY,3,0,3333.453003
BRACCIALE METALLO-Gold,Female,Spring / Summer 2016,FASHION JEWELRY,1,0,1109.993713
BRACCIALE METALLO-Gold,Male,Spring / Summer 2018,FASHION JEWELRY,1,0,1158.538696
BRACCIALE METALLO+PELLE-Black-Gold,Male,Fall / Winter 2017-2018,FASHION JEWELRY,9,0,3819.021927
BRACCIALE METALLO+PELLE-Black-Gold,Male,Spring / Summer 2017,FASHION JEWELRY,33,2,15265.37584
BRACCIALE METALLO+PELLE-Black-Gold,Male,Spring / Summer 2018,FASHION JEWELRY,15,2,10706.19759
BRACCIALE METALLO+PELLE-Black-Light Gold,Female,Fall / Winter 2015-2016,FASHION JEWELRY,2,1,3530.237015
BRACCIALE METALLO+PELLE-Black-Light Gold,Female,Spring / Summer 2017,FASHION JEWELRY,4,0,3100.426178
BRACCIALE METALLO+PELLE-Black-Rodhium,Male,Spring / Summer 2018,FASHION JEWELRY,6,0,1778.643639
BRACCIALE METALLO+PELLE-Black+White-Palladium,Male,Spring / Summer 2018,FASHION JEWELRY,9,0,4321.01712
BRACELET METAL+CALF LEATHER-Black Ultra Black Ruthenium,Male,Spring / Summer 2018,FASHION JEWELRY,34,0,15980.73785
BRACELET METAL+CALF LEATHER-Black-Gold,Male,Fall / Winter 2015-2016,FASHION JEWELRY,41,1,25553.30522
BRACELET METAL+CALF LEATHER-Poster Red-Gold,Male,Fall / Winter 2017-2018,FASHION JEWELRY,5,0,1411.560104
BRACELET METAL+LEATHER-Black-Light Gold,Female,Spring / Summer 2018,FASHION JEWELRY,17,0,13457.51019
BRACELET METAL+LEATHER-Pink-Light Gold,Female,Spring / Summer 2018,FASHION JEWELRY,0,0,1829.159348
BRACELET METAL+STRASS-light gold-crystal,Female,Fall / Winter 2017-2018,FASHION JEWELRY,4,2,3398.085907
BRACELET METAL+STRASS-White-Gold,Female,Spring  / Summer 2013,FASHION JEWELRY,23,4,14797.42355
BRASSIERE INTIMO DONNA-Black,Female,Spring / Summer 2017,RTW,0,0,178.9485931
BRIEFCASE VITELLO STAMPA LEGNO + VITELLO-Black Ultra Black Ruthenium,Male,Fall / Winter 2017-2018,BAGS,0,0,2170.160645
BRIFCASE VITELLO ST.GRECA-Black-Ruthenium,Male,Fall / Winter 2017-2018,BAGS,3,1,13935.97119
CALZA MAGLIA DONNA-Black - White,Female,Spring / Summer 2018,SILK & OTHER ACC,5,0,426.462862
CALZA MAGLIA UOMO-Black - White,Male,Spring / Summer 2018,SILK & OTHER ACC,8,0,730.0280266
CALZE-Black-polish black,Male,Spring / Summer 2017,SILK & OTHER ACC,0,0,137.1550674
CALZE-Brown-white,Male,Spring / Summer 2017,SILK & OTHER ACC,0,0,137.1550674
CALZE-Navy-white,Male,Spring / Summer 2017,SILK & OTHER ACC,0,0,59.6495285
CALZE-Pink,Female,Spring / Summer 2018,SILK & OTHER ACC,0,1,139.5935898
CAMICIA DENIM/JEANS DONNA-blue,Female,Spring / Summer 2018,RTW,4,0,11949.68951
CAMICIA DONNA TESSUTO-light blue,Female,Spring / Summer 2018,RTW,2,0,1182.650391
CAMICIA DONNA TESSUTO-White,Female,Fall / Winter 2017-2018,RTW,0,0,480.5016022
CAMICIA DONNA TESSUTO-White,Female,Spring / Summer 2018,RTW,5,0,5007.49765
CAMICIA M/MANICA UOMO TESSUTO STAMPATO-black+print,Male,Spring / Summer 2018,RTW,6,1,4701.76326
CAMICIA M/MANICA UOMO TESSUTO-White,Male,Spring / Summer 2018,RTW,5,0,4167.471069
CAMICIA MAGLIA STAMPATA UOMO-Black + Print,Male,Spring / Summer 2018,RTW,1,0,12793.77661
CAMICIA MAGLIA UOMO-red geranium,Male,Spring / Summer 2018,RTW,3,2,4685.698975
CAMICIA NEW TREND COMBINAZIONE D-Black Jacq.,Male,Fall / Winter 2017-2018,RTW,2,0,480.8569794
CAMICIA UOMO TESSUTO STAMPATO-Multicolor,Male,Spring / Summer 2018,RTW,3,0,2102.749115
CAMICIA UOMO TESSUTO STAMPATO-red+print,Male,Spring / Summer 2017,RTW,0,0,261.4432373
CAMICIA UOMO TESSUTO-Black,Male,Spring / Summer 2018,RTW,16,0,7731.509476
CAMICIA UOMO TESSUTO-Light blue,Male,Spring / Summer 2018,RTW,4,0,3756.425186
CAMICIA UOMO TESSUTO-LT BLUE - WHITE,Male,Spring / Summer 2018,RTW,5,0,1701.786331
CAMICIA UOMO TESSUTO-red,Male,Spring / Summer 2018,RTW,4,0,3009.429581
CAMICIA UOMO TESSUTO-red-green,Male,Spring / Summer 2018,RTW,6,0,3105.206299
CAMICIA UOMO TESSUTO-White,Male,Spring / Summer 2018,RTW,2,0,1285.533539
CAMICIA-WHITE MULT,Male,Spring / Summer 2018,RTW,0,0,677.1785355
CAMICIA-WHITE PINK-ROYAL-BLUE,Female,Spring / Summer 2018,RTW,3,0,790.344696
CAMICIA-WHITE-GOLD,Male,Spring / Summer 2018,RTW,5,0,2550.715141
CAMICIE TESSUTO RICAMATA-Black,Female,Spring / Summer 2018,RTW,4,1,10998.04272
CAMICIE TESSUTO RICAMATA-white,Female,Spring / Summer 2018,RTW,4,1,18815.20996
CAMICIE TESSUTO RICAMATA-yellow + print,Female,Spring / Summer 2018,RTW,6,1,18094.22803
CAMICIE TESSUTO STAMPATO UOMO-Black - White,Male,Fall / Winter 2017-2018,RTW,1,0,529.4609833
CAMICIE TESSUTO TRIBUTE-Black + Print,Male,Spring / Summer 2018,RTW,45,8,179482.5419
CAMICIE TESSUTO TRIBUTE-white - gold,Male,Spring / Summer 2018,RTW,9,1,49063.26233
CAMICIE TESSUTO UOMO-Light blue,Male,Fall / Winter 2017-2018,RTW,2,0,517.7107544
CAMICIE TESSUTO UOMO-Royal Blue,Male,Fall / Winter 2017-2018,RTW,1,0,275.8512726
CAMICIE TESSUTO-Black,Male,Fall / Winter 2017-2018,RTW,7,1,12953.6304
CAMICIE TESSUTO-Black,Male,Spring / Summer 2018,RTW,19,2,46246.60719
CAMICIE TESSUTO-black - white - green,Male,Spring / Summer 2018,RTW,9,0,21207.27533
CAMICIE TESSUTO-Black + Print,Female,Spring / Summer 2018,RTW,72,13,218903.174
CAMICIE TESSUTO-Black + Print,Male,Fall / Winter 2017-2018,RTW,5,0,8909.080139
CAMICIE TESSUTO-Black + Print,Male,Spring / Summer 2018,RTW,30,2,68851.68671
CAMICIE TESSUTO-black-white,Male,Spring / Summer 2018,RTW,20,1,29563.84091
CAMICIE TESSUTO-blue navy + camel,Male,Fall / Winter 2017-2018,RTW,1,0,1772.883636
CAMICIE TESSUTO-light blu + print,Female,Spring / Summer 2018,RTW,5,2,21013.43481
CAMICIE TESSUTO-light blue - white,Male,Fall / Winter 2017-2018,RTW,3,2,4705.217438
CAMICIE TESSUTO-light blue - white,Male,Spring / Summer 2018,RTW,3,0,4310.533905
CAMICIE TESSUTO-Lilac,Female,Spring / Summer 2018,RTW,11,1,21329.43265
CAMICIE TESSUTO-multicolor,Female,Spring / Summer 2018,RTW,2,0,13824.78528
CAMICIE TESSUTO-Nero Arancio Burgundy Blu chiaro,Female,Fall / Winter 2017-2018,RTW,0,0,-2247.43335
CAMICIE TESSUTO-Optical White,Male,Fall / Winter 2017-2018,RTW,7,2,17435.36868
CAMICIE TESSUTO-Optical White,Male,Spring / Summer 2018,RTW,18,1,27731.20374
CAMICIE TESSUTO-Pink + Print,Male,Spring / Summer 2018,RTW,9,3,19114.62006
CAMICIE TESSUTO-PRINT BACKGROUND WHITE,Female,Spring / Summer 2018,RTW,6,0,6961.703491
CAMICIE TESSUTO-PRINTED,Male,Spring / Summer 2018,RTW,1,0,2081.609467
CAMICIE TESSUTO-red + print,Female,Spring / Summer 2018,RTW,10,0,32053.33554
CAMICIE TESSUTO-rose + print,Female,Spring / Summer 2018,RTW,0,0,22988.32275
CAMICIE TESSUTO-White,Male,Fall / Winter 2017-2018,RTW,4,0,8525.92215
CAMICIE TESSUTO-White,Male,Spring / Summer 2018,RTW,7,0,5019.793243
CAMICIE TESSUTO-White - Black,Male,Spring / Summer 2018,RTW,12,6,49475.78111
CAMICIE TESSUTO-white - blue indigo,Male,Spring / Summer 2018,RTW,6,0,7162.401978
CAMICIE TESSUTO-white - gold,Male,Spring / Summer 2017,RTW,0,0,3040.51239
CAMICIE TESSUTO-White - Light Blue,Male,Spring / Summer 2018,RTW,0,0,2086.287292
CAMICIE TESSUTO-White + Print,Male,Spring / Summer 2018,RTW,11,1,10566.1666
CAMICIE TESSUTO-white-black-gold,Male,Spring / Summer 2018,RTW,12,0,16946.24478
CAMICIE TESSUTO-yellow+print,Female,Spring / Summer 2018,RTW,12,3,25870.95313
CAMICIE TESSUTO+RICAMO-Optical White,Female,Spring / Summer 2018,RTW,2,1,7777.148865
CANDELA AMBER LUXURY 300GR-NUL,Unisex,Not Seasonal 2017,LICENSES,2,0,625.1324463
CANOTTA DONNA-Optical White,Female,Spring / Summer 2018,RTW,4,0,1781.192719
CANOTTA TESSUTO-Black - Silver,Male,Spring / Summer 2018,RTW,2,0,2904.054245
CAPOSPALLA BLOUSON RICAMATO-Black,Female,Spring / Summer 2018,RTW,6,1,26834.12439
CAPOSPALLA BLOUSON TRIBUTE-Black + Print,Male,Spring / Summer 2018,RTW,5,5,46503.70129
CAPOSPALLA BLOUSON-Black - Gold,Male,Spring / Summer 2017,RTW,2,0,14848.1377
CAPOSPALLA BLOUSON-Black - Gold,Male,Spring / Summer 2018,RTW,15,1,82292.63043
CAPOSPALLA BLOUSON-Black + Print,Female,Fall / Winter 2017-2018,RTW,8,0,32934.36194
CAPOSPALLA BLOUSON-Black + Print,Female,Spring / Summer 2018,RTW,7,1,26936.2771
CAPOSPALLA BLOUSON-black-grey-bauhaus,Male,Fall / Winter 2017-2018,RTW,2,0,7439.562378
CAPOSPALLA BLOUSON-Lilac,Female,Spring / Summer 2018,RTW,9,0,38311.08533
CAPOSPALLA BLOUSON-Pink + Print,Male,Spring / Summer 2018,RTW,5,1,51981.2699
CAPOSPALLA BLOUSON-PRINT BACKGROUND WHITE,Female,Spring / Summer 2018,RTW,15,3,71190.65857
CAPOSPALLA BLOUSON-PRINTED,Male,Spring / Summer 2018,RTW,6,0,26572.54388
CAPOSPALLA BLOUSON-Purple + Print,Male,Spring / Summer 2018,RTW,6,1,32843.72852
CAPOSPALLA BLOUSON+RICAMO-Black,Female,Spring / Summer 2019,RTW,10,1,50189.6781
CAPOSPALLA GILET-yellow+print,Female,Spring / Summer 2018,RTW,1,1,2191.410767
CAPOSPALLA TRENCH + RICAMO-Navy - Black,Female,Spring / Summer 2018,RTW,0,0,8779.987427
CAPOSPALLA TRENCH-light blue + print,Female,Spring / Summer 2018,RTW,1,0,10899.96484
CAPPELLINO UNISEX-Black,Unisex,Fall / Winter 2018-2019,SILK & OTHER ACC,16,0,6543.964165
CAPPELLINO UNISEX-Black,Unisex,Spring / Summer 2018,SILK & OTHER ACC,2,0,512.9265518
CAPPELLINO UNISEX-BLACK GREEN,Unisex,Spring / Summer 2018,SILK & OTHER ACC,2,0,799.7817459
CAPPELLINO-black,Male,Spring / Summer 2018,SILK & OTHER ACC,1,1,9585.057953
CAPPELLO-BLUE YELLOW-SHER-ROYAL,Male,Spring / Summer 2018,RTW,2,0,737.3286591
CAPPELLO-BLUE-WHITE,Male,Spring / Summer 2018,RTW,1,0,117.6424561
CAPPOTTO TESSUTO-Black + Print,Female,Spring / Summer 2018,RTW,7,4,71156.6106
CAPPOTTO TESSUTO-yellow+print,Female,Spring / Summer 2018,RTW,0,1,29566.8667
CAPPOTTO UOMO TESSUTO STAMPATO-black+print,Male,Spring / Summer 2018,RTW,0,0,763.9058838
CAR SHOE CAPRA+RICAMO GRECA-Black Warm Gold,Male,Fall / Winter 2017-2018,SHOES,193,7,303970.3164
CAR SHOE CROSTA+VITELLO+VERNICE-Black Warm Gold,Male,Fall / Winter 2016-2017,SHOES,2,0,846.3211365
CAR SHOE NAPPA+BORCHIE E OCCHIELLI-Black,Male,Fall / Winter 2017-2018,SHOES,10,0,8042.572083
CAR SHOE ST.FIANCHI+ST.STRUZZO+ST.LUC.-Black Warm Gold,Male,Fall / Winter 2017-2018,SHOES,5,0,5167.712463
CAR SHOE VIT.NAPPATO+VITELLO+RICAMO BAROCCO-Black-Gold,Male,Spring / Summer 2014,SHOES,14,0,18650.58606
CAR SHOE VIT.SAFFIANO + ST.ISTANTE-Black+White,Male,Spring / Summer 2018,SHOES,5,0,8942.041504
CAR SHOE VITELLO SCAMOSCIATO-Navy-Satin Ruthenium,Male,Spring / Summer 2018,SHOES,13,1,24100.78088
CAR SHOE VITELLO ST. CERVO-Black-Gold,Male,Spring / Summer 2014,SHOES,37,0,55064.80484
CAR SHOE VITELLO ST.PITONE NUBUCK-Black-Ruthenium Polished,Male,Spring / Summer 2018,SHOES,61,3,87266.20361
CAR SHOE VITELLO ST.PITONE NUBUCK-Geranium-Ruthenium Satinized,Male,Spring / Summer 2018,SHOES,9,1,16739.27661
CAR SHOE VITELLO-Black-Ruthenium,Male,Spring / Summer 2018,SHOES,9,1,21420.06519
CAR SHOE VITELLO+BORCHIE-Black-Multi galvanic,Male,Fall / Winter 2017-2018,SHOES,5,0,9590.801453
CARD CASE CALF LEATHER-Black Warm Gold,Male,Spring / Summer 2016,SLG,82,1,34931.64384
CARD CASE VITELLO CON GRANA-Black Desert Pink Desert Pink Palladium,Female,Spring / Summer 2017,SLG,2,0,412.2165756
CARDIGAN  MAGLIA DONNA-multicolor,Female,Spring / Summer 2018,RTW,2,1,3811.342102
CARDIGAN MAGLIA DONNA STAMPATA-PRINT BACKGROUND WHITE,Female,Spring / Summer 2018,RTW,3,1,11528.01495
CARDIGAN MAGLIA DONNA-Black,Female,Fall / Winter 2017-2018,RTW,3,2,7674.158691
CARDIGAN MAGLIA DONNA-Black,Female,Spring / Summer 2018,RTW,3,2,14598.30829
CARDIGAN MAGLIA DONNA-Light blue,Female,Spring / Summer 2018,RTW,3,0,5679.072083
CARDIGAN MAGLIA STAMPATA UOMO-Black + Print,Male,Spring / Summer 2018,RTW,0,0,4384.599915
CARDIGAN STAMPATO MAGLIA DONNA-Black White Black,Female,Fall / Winter 2017-2018,RTW,7,0,24978.07117
CARDIGAN ZIPPATO MAGLIA UOMO + RICAMO PELLE-Black,Male,Spring / Summer 2016,RTW,50,3,197311.7073
CHARM VITELLO C/GRANA+VITELLO STAMP.SIGNATURE-Black Multicolor Palladium,Male,Spring / Summer 2018,SLG,1,0,629.8990326
CHOCKER ELASTICO UOMO-black - white,Male,Fall / Winter 2017-2018,SILK & OTHER ACC,0,0,71.57943726
CHOKER METALLO + STRASS-Tribute Gold- Crystal,Female,Spring / Summer 2018,FASHION JEWELRY,0,1,1205.813721
CIABATTA MARE VIT.ST.SIGNATURE-Black+Gold,Male,Fall / Winter 2017-2018,SHOES,7,0,6529.732666
CIABATTA MARE VITELLO ST. MEDUSA NAIF-White-Black,Male,Spring / Summer 2018,SHOES,9,1,13909.00491
CIABATTA MARE VITELLO ST.CAMOUFLAGE-Multicolor,Male,Spring / Summer 2018,SHOES,5,0,5855.765213
CIABATTA MARE VITELLO+BORCHIE-Black warm gold ruthenium,Male,Spring / Summer 2018,SHOES,11,0,19341.67328
"CIABATTINA T.0,5 GOMMA-Black",Female,Fall / Winter 2017-2018,SHOES,41,1,24890.23796
"CIABATTINA T.0,5 GOMMA-Black-Light Gold",Female,Fall / Winter 2016-2017,SHOES,56,2,40499.73941
"CIABATTINA T.0,5 GOMMA-White-Black-Light Gold",Female,Spring / Summer 2018,SHOES,11,0,8164.440094
"CIABATTINA T.0,5 GOMMA-Withe-Light gold",Female,Fall / Winter 2016-2017,SHOES,32,2,25092.40512
"CIABATTINA T.0,5 NAPPA+RICAMO VERSACE-Black-Tribute Gold",Female,Spring / Summer 2018,SHOES,13,0,9115.736694
"CIABATTINA T.0,5 VITELLINO+BORCHIE-Black-Ruthenium-Light Gold",Female,Spring / Summer 2018,SHOES,14,0,14229.54221
"CIABATTINA T.0,5 VITELLO ST. BAROQUE SS 1992-Black+Gold-Tribte Gold",Female,Spring / Summer 2018,SHOES,16,2,10834.02173
"CIABATTINA T.0,5 VITELLO STAMPA BAROCCO-Fuxia+Sky Blue-Fuxia",Female,Spring / Summer 2018,SHOES,7,1,5314.547379
CINTURA  METALLO-Tribute Gold,Female,Spring / Summer 2018,FASHION JEWELRY,1,2,7275.930176
CINTURA CALF-Black Warm Gold,Male,Fall / Winter 2015-2016,BELT,3,0,1827.340332
CINTURA FIANCHI COCCO CAIMANO-Black Warm Gold,Male,Spring  / Summer 2012,BELT,8,2,24876.10681
CINTURA FIANCHI COCCO VERO-Black Warm Gold,Male,Fall / Winter 2015-2016,BELT,61,3,123034.6385
CINTURA VITELLO + BORCHIE-Black-Light Gold-Ruthenium,Female,Spring / Summer 2018,BELT,6,0,8958.58078
CINTURA VITELLO C/GRANA+VITELLO STAMP.SIGNATURE-Black Multicolor Palladium,Male,Spring / Summer 2018,BELT,4,0,6131.068604
CINTURA VITELLO C/GRANA+VITELLO STAMPA-Black-Black-White-Palladium,Male,Spring / Summer 2018,BELT,10,0,5929.494858
CINTURA VITELLO CON GRANA-Black Black Light Gold,Female,Fall / Winter 2017-2018,BELT,11,0,9240.489716
CINTURA VITELLO E CALF DOUBLE-Black+Navy-Ruthenium,Male,Spring / Summer 2018,BELT,8,0,4342.131897
CINTURA VITELLO SP.+ BORCHIE-Black-Vintage Gold,Male,Spring / Summer 2018,BELT,5,0,11195.88762
CINTURA VITELLO SPAZZOLATO LUCIDO-Black crystal crystals warm gold,Male,Spring / Summer 2014,BELT,377,13,508605.4363
CINTURA VITELLO ST.CAMOUFLAGE+VITELLO-Multicolor-Navy-Antiqued Palladian,Male,Spring / Summer 2018,BELT,7,0,6674.119507
CINTURA VITELLO ST.GRECA-Black-Ruthenium,Male,Spring  / Summer 2013,BELT,6,0,4426.082092
CINTURA VITELLO ST.GRECA-Black-Ruthenium,Male,Spring / Summer 2018,BELT,18,0,15686.21007
CINTURA VITELLO ST.MICROPAGLIA+VITELLO-Black-Ruthenium Black Satinized,Male,Spring / Summer 2018,BELT,19,0,11714.05301
CINTURA VITELLO STAMP.COCCO+VITELLO-Dark Coffee+Leaf-Dark Ruthenium Satin,Male,Spring / Summer 2018,BELT,35,0,30496.96765
ABB. SPORT - FELPA UOMO HODDIE  L.A.-Black,Male,Spring / Summer 2019,RTW,1,0,836.567688
ABB. SPORTIVO - FELPA CON CAPPUCCIO-black - white,Male,Fall / Winter 2017-2018,RTW,61,2,106125.7174
ABB. SPORTIVO - FELPA CON CAPPUCCIO-black-gold,Male,Spring / Summer 2019,RTW,6,1,24196.76343
ABB. SPORTIVO - FELPA CROPPED DONNA-Black - White,Female,Fall / Winter 2018-2019,RTW,1,0,4243.387405
ABB. SPORTIVO - FELPA DONNA CROPPED-Black,Female,Spring / Summer 2019,RTW,6,0,3340.39798
ABB. SPORTIVO - FELPA DONNA CROPPED-White,Female,Spring / Summer 2019,RTW,1,0,271.0316467
ABB. SPORTIVO - FELPA DONNA REGULAR-Black,Female,Fall / Winter 2018-2019,RTW,3,0,2499.548645
ABB. SPORTIVO - FELPA DONNA REGULAR-Black,Female,Spring / Summer 2019,RTW,2,0,5424.664673
ABB. SPORTIVO - FELPA DONNA REGULAR-White,Female,Spring / Summer 2019,RTW,0,0,859.0410461
ABB. SPORTIVO - FELPA DONNA SLIM-Pink - Silver,Female,Fall / Winter 2018-2019,RTW,8,0,8068.687988
ABB. SPORTIVO - FELPA DONNA-Black - Gold,Female,Fall / Winter 2018-2019,RTW,41,2,33204.55859
ABB. SPORTIVO - FELPA DONNA-Black - Yellow fluo,Female,Spring / Summer 2018,RTW,1,0,1488.665375
ABB. SPORTIVO - FELPA DONNA-Silver,Female,Spring / Summer 2018,RTW,2,0,1771.644836
ABB. SPORTIVO - FELPA REGULAR UOMO-Black + Black-Silver,Male,Spring / Summer 2019,RTW,5,0,4743.448944
ABB. SPORTIVO - FELPA RICAMATA-Black,Female,Fall / Winter 2018-2019,RTW,23,0,86544.86658
ABB. SPORTIVO - FELPA RICAMATA-multicolor,Female,Fall / Winter 2018-2019,RTW,6,1,34534.59332
ABB. SPORTIVO - FELPA UOMO REGULAR-White,Male,Spring / Summer 2019,RTW,6,1,3568.387024
ABB. SPORTIVO - FELPA UOMO-black+print,Male,Fall / Winter 2018-2019,RTW,17,0,9217.906647
ABB. SPORTIVO - FELPA-Blue + Print,Male,Fall / Winter 2018-2019,RTW,8,0,8898.716949
ABB. SPORTIVO - FELPA-coral+print,Male,Spring / Summer 2019,RTW,0,1,3215.198059
ABB. SPORTIVO - FELPA-Dark speckled leopard,Male,Fall / Winter 2018-2019,RTW,9,2,47843.61133
ABB. SPORTIVO - FELPA-Fuxia + Print,Male,Fall / Winter 2018-2019,RTW,4,5,19277.85529
ABB. SPORTIVO - FELPA-orange,Male,Fall / Winter 2018-2019,RTW,0,0,2458.032715
ABB. SPORTIVO - FELPA-PRINT BACKGROUND WHITE,Female,Spring / Summer 2017,RTW,3,0,6111.484375
ABB. SPORTIVO - FELPA-red + print,Female,Fall / Winter 2018-2019,RTW,4,4,39321.20453
ABB. SPORTIVO - FUL ZIP JERSEY  UOMO-Black,Male,Spring / Summer 2019,RTW,1,0,465.0332031
ABB. SPORTIVO - PANTALONE/SHORTS-black-multicolor,Male,Fall / Winter 2018-2019,RTW,8,6,44996.26947
ABB. SPORTIVO - PANTALONE/SHORTS-white - gold,Male,Spring / Summer 2019,RTW,1,1,2797.622803
ABB. SPORTIVO -TRACKTOP JERSEY  DONNA-Black - Pink,Female,Spring / Summer 2019,RTW,2,0,1681.015503
ABITO DONNA COCKTAIL RICAMATO-Black,Female,Fall / Winter 2018-2019,RTW,0,0,8469.391602
ABITO DONNA COCKTAIL-Black,Female,Fall / Winter 2018-2019,RTW,4,0,23315.08374
ABITO DONNA JERSEY-Black - Silver,Female,Fall / Winter 2017-2018,RTW,2,0,376.5677795
ABITO DONNA JERSEY-Blue,Female,Fall / Winter 2017-2018,RTW,3,0,803.9833832
ABITO DONNA JERSEY-Deep Red,Female,Fall / Winter 2018-2019,RTW,4,0,6019.459717
ABITO DONNA JERSEY-Grey - White,Female,Fall / Winter 2017-2018,RTW,1,0,196.1173859
ABITO DONNA JERSEY-Multicolor,Female,Spring / Summer 2019,RTW,3,0,1042.780457
ABITO DONNA JERSEY-Poppy,Female,Spring / Summer 2018,RTW,3,0,2206.055695
ABITO DONNA JERSEY-Red,Female,Fall / Winter 2016-2017,RTW,1,0,117.6424561
ABITO DONNA JERSEY-White - Purple,Female,Fall / Winter 2018-2019,RTW,12,1,7324.159134
ABITO DONNA PELLE-Black,Female,Fall / Winter 2018-2019,RTW,0,1,6570.977051
ABITO DONNA PELLE-Black,Female,Spring / Summer 2019,RTW,0,0,3875.276855
ABITO DONNA SERA-Black,Female,Fall / Winter 2018-2019,RTW,0,0,10883.51807
ABITO DONNA SERA-Black,Female,Spring / Summer 2018,RTW,0,0,5567.969849
